Rabbit,0,8,78589,9890,2991,0,0,0,0,60,1.16671,
Rabbit,0,8,55889,79223,1906,0,0,0,0,60,0.845631,
Rabbit,0,8,99997,86679,6513,0,0,0,0,60,1.087399,
Rabbit,0,8,67674,7299,7109,0,0,0,0,60,1.048506,
Rabbit,0,8,29953,58489,752,0,0,0,0,60,1.09371,
Rabbit,0,8,12720,85634,818,0,0,0,0,60,1.086459,
Rabbit,0,8,52136,90085,859,0,0,0,0,60,1.019465,
Rabbit,0,8,40769,63269,837,0,0,0,0,60,1.191162,
Rabbit,0,8,99194,65690,2399,0,0,0,0,60,0.931034,
Rabbit,0,8,24579,98354,718,0,0,0,0,60,1.008136,
Rabbit,0,8,94450,35887,968,0,0,0,0,60,1.00047,
Rabbit,0,8,64644,17596,7347,0,0,0,0,60,1.010981,
Rabbit,0,8,19706,76276,1506,0,0,0,0,60,0.868935,
Rabbit,0,8,49340,66515,1270,0,0,0,0,60,0.893399,
Rabbit,0,8,20032,99600,737,0,0,0,0,60,1.1364,
Rabbit,0,8,75128,89008,1981,0,0,0,0,60,1.133787,
Rabbit,0,8,55222,67154,1166,0,0,0,0,60,1.079452,
Rabbit,0,8,23016,81327,650,0,0,0,0,60,0.860134,
Rabbit,0,8,85621,87439,2414,0,0,0,0,60,0.844508,
Rabbit,0,8,45408,84714,2170,0,0,0,0,60,0.821986,
Rabbit,0,8,14381,92121,1326,0,0,0,0,60,0.835707,
Rabbit,0,8,97714,100037,2139,0,0,0,0,60,0.924564,
Rabbit,0,8,58067,46996,830,0,0,0,0,60,1.114963,
Rabbit,0,8,75033,18263,3087,0,0,0,0,60,1.009198,
Rabbit,0,8,20835,74427,1275,0,0,0,0,60,1.137913,
Rabbit,0,8,90371,13489,881,0,0,0,0,60,1.106113,
Rabbit,0,8,18091,69575,1438,0,0,0,0,60,0.890921,
Rabbit,0,8,4574,44064,1576,0,0,0,0,60,1.189904,
Rabbit,0,8,17396,81330,1053,0,0,0,0,60,1.128623,
Rabbit,0,8,61962,76611,1422,0,0,0,0,60,0.855153,
Goat,4,80,74344,30335,1222,0,0,0,0,90,0.971441,
Goat,4,80,63518,11074,7221,0,0,0,0,90,1.116953,
Goat,4,80,69077,76882,1423,0,0,0,0,90,0.961528,
Goat,4,80,75365,28492,1424,0,0,0,0,90,0.811988,
Goat,4,80,76746,15728,2937,0,0,0,0,90,1.054231,
Goat,4,80,42535,46879,3562,0,0,0,0,90,0.871462,
Goat,4,80,80955,18719,1440,0,0,0,0,90,0.95877,
Goat,4,80,8585,95985,3029,0,0,0,0,90,1.014057,
Goat,4,80,89503,85338,4347,0,0,0,0,90,1.126304,
Goat,4,80,55037,83938,1395,0,0,0,0,90,0.937419,
Goat,4,80,44452,45036,2370,0,0,0,0,90,1.094845,
Chicken,5,8,95081,77992,7089,0,0,0,0,30,1.036665,
Chicken,5,8,71953,80751,1955,0,0,0,0,30,1.054585,
Chicken,5,8,19943,79742,1151,0,0,0,0,30,0.85331,
Chicken,5,8,41406,91303,1102,0,0,0,0,30,0.895914,
Chicken,5,8,22724,73771,1098,0,0,0,0,30,1.001227,
Chicken,5,8,56935,29541,7134,0,0,0,0,30,0.817225,
Chicken,5,8,42763,33685,1418,0,0,0,0,30,1.099545,
Chicken,5,8,24656,63527,1033,0,0,0,0,30,1.125169,
Chicken,5,8,60562,14184,5614,0,0,0,0,30,0.892373,
Chicken,5,8,60134,59227,2241,0,0,0,0,30,1.030268,
Chicken,5,8,58184,49180,806,0,0,0,0,30,1.144493,
