0,1.0,18531.423828,55274.34375,531.382813,344,
0,2.0,71812.351563,40342.148438,524.222656,126,
0,1.0,59719.546875,70114.25,1375.693359,266,
0,0.0,66976.453125,81327.234375,1489.995605,234,
0,1.0,17217.859375,92008.03125,829.201172,327,
0,2.0,76758.984375,26055.972656,1500.553711,80,
0,2.0,70009.65625,18476.050781,6700.262207,146,
0,1.0,52997.90625,12901.858398,3113.876465,3,
0,1.0,956.718628,71477.03125,700.812988,326,
0,2.0,46857.679688,43981.371094,3008.803223,31,
0,0.0,5245.033203,65053.789063,1127.316895,329,
0,1.0,43929.074219,85843.195313,2166.168457,176,
0,2.0,7706.04541,39019.355469,816.48584,231,
0,2.0,97649.90625,45691.773438,665.433594,112,
0,0.0,17848.494141,60734.710938,1010.140137,268,
0,1.0,43827.558594,25628.369141,750.134766,259,
0,0.0,50321.554688,32817.601563,4975.376953,116,
0,2.0,15378.251953,78131.0,1396.220215,94,
0,1.0,79884.46875,13000.298828,2433.661621,109,
0,2.0,14384.618164,92287.976563,1341.763184,180,
0,0.0,62180.5625,30347.361328,4919.367676,114,
0,0.0,9290.323242,79952.148438,1243.871094,9,
0,1.0,51653.574219,71375.523438,1332.821289,153,
0,1.0,47971.289063,31291.775391,3396.197754,327,
0,1.0,13572.485352,97126.9375,2190.018066,112,
0,1.0,85277.164063,77789.53125,4190.455566,197,
0,1.0,9050.374023,93183.164063,2106.830078,227,
0,1.0,56803.25,36321.46875,3918.569824,164,
0,2.0,97994.445313,95081.21875,3657.435059,250,
0,0.0,50958.34375,70883.3125,1334.534668,177,
0,1.0,51182.910156,55760.390625,1383.900391,246,
0,2.0,57719.972656,70009.65625,1302.061035,126,
0,1.0,25268.447266,64626.1875,1010.048828,127,
0,0.0,54206.875,64690.796875,1092.297852,73,
0,0.0,44485.878906,28209.357422,981.357422,303,
0,2.0,75402.351563,80613.539063,2108.60498,19,
0,0.0,46479.296875,76429.820313,1628.075195,201,
0,2.0,67699.382813,28006.322266,3826.234863,261,
0,1.0,43956.761719,91946.507813,811.201172,330,
0,0.0,52521.085938,9114.975586,2491.43457,41,
0,1.0,76506.734375,74867.078125,1459.191895,336,
0,2.0,24219.439453,62829.652344,1041.69873,161,
0,1.0,79595.296875,81118.054688,3597.398926,151,
0,0.0,53400.894531,64023.242188,1060.02002,89,
