PlasticContainer,8,-36001.539063,48977.226563,8000.0,
PlasticContainer,8,-58286.007813,53330.144531,8000.0,
Log,9,-16267.296875,60525.527344,8000.0,
Log,9,-11505.234375,47648.28125,8000.0,
Log,9,-58873.574219,88368.8125,8000.0,
Log,9,-8308.992188,14350.780273,8000.0,
Log,9,-93213.929688,473.744934,8000.0,
Log,9,-11985.132813,21213.927734,8000.0,
Log,9,-1107.460938,93444.648438,8000.0,
Log,9,-93644.609375,93601.539063,8000.0,
Log,9,-50739.925781,84908.007813,8000.0,
Log,9,-26299.0,50084.683594,8000.0,
Log,9,-37216.664063,25486.861328,8000.0,
Log,9,-92906.304688,74313.351563,8000.0,
Log,9,-78297.117188,27323.394531,8000.0,
Log,9,-57686.136719,10477.761719,8000.0,
Log,9,-249.179688,97514.546875,8000.0,
Log,9,-65139.929688,6441.700684,8000.0,
Log,9,-44999.617188,4057.594727,8000.0,
Log,9,-23631.875,37979.578125,8000.0,
Log,9,-35090.960938,59445.761719,8000.0,
Log,9,-28332.40625,30965.691406,8000.0,
Log,9,-30024.359375,27794.060547,8000.0,
Log,9,-94099.890625,30202.777344,8000.0,
Log,9,-13747.835938,64764.625,8000.0,
Log,9,-39342.363281,14864.516602,8000.0,
Log,9,-33980.4375,89725.445313,8000.0,
Log,9,-9167.273438,18897.5,8000.0,
Log,9,-46823.84375,88159.625,8000.0,
Log,9,-59621.109375,55529.671875,8000.0,
Log,9,-80887.328125,62285.152344,8000.0,
Log,9,-97659.132813,236.872467,8000.0,
Log,9,-75202.390625,10954.582031,8000.0,
Log,9,-9957.875,40145.269531,8000.0,
Log,9,-5161.96875,68102.375,8000.0,
Log,9,-65561.375,29725.957031,8000.0,
Log,9,-53936.167969,71969.242188,8000.0,
Log,9,-14209.273438,74491.773438,8000.0,
Log,9,-32408.460938,4743.602051,8000.0,
Log,9,-90273.015625,77672.640625,8000.0,
Log,9,-22715.140625,70944.835938,8000.0,
Log,9,-25625.289063,67539.414063,8000.0,
Log,9,-37182.824219,39653.066406,8000.0,
Log,9,-87830.460938,48494.253906,8000.0,
Log,9,-62961.933594,46208.585938,8000.0,
Log,9,-45381.074219,84637.296875,8000.0,
Log,9,-98585.085938,59291.945313,8000.0,
Log,9,-76334.460938,64620.035156,8000.0,
Log,9,-40698.996094,7303.055176,8000.0,
Log,9,-26111.34375,58101.429688,8000.0,
Log,9,-35232.46875,88491.859375,8000.0,
Log,9,-22785.898438,6961.589355,8000.0,
TreeBranch,10,-67763.984375,35558.554688,8000.0,
TreeBranch,10,-35976.929688,64349.328125,8000.0,
TreeBranch,10,-33605.132813,20287.972656,8000.0,
TreeBranch,10,-75168.554688,7939.842285,8000.0,
TreeBranch,10,-71483.1875,19088.228516,8000.0,
TreeBranch,10,-38742.492188,29547.53125,8000.0,
TreeBranch,10,-7401.5,93195.46875,8000.0,
TreeBranch,10,-95976.414063,39302.371094,8000.0,
TreeBranch,10,-46790.003906,15882.760742,8000.0,
TreeBranch,10,-11394.492188,9693.313477,8000.0,
TreeBranch,10,-77312.710938,16048.87793,8000.0,
TreeBranch,10,-2094.9375,39988.378906,8000.0,
TreeBranch,10,-824.4375,72959.796875,8000.0,
TreeBranch,10,-70978.679688,82265.5,8000.0,
TreeBranch,10,-57996.835938,96348.640625,8000.0,
TreeBranch,10,-80887.328125,75522.328125,8000.0,
TreeBranch,10,-58898.183594,50026.234375,8000.0,
TreeBranch,10,-62392.824219,75306.984375,8000.0,
TreeBranch,10,-11237.601563,34727.964844,8000.0,
TreeBranch,10,-96945.4375,16528.775391,8000.0,
TreeBranch,10,-51429.007813,93949.15625,8000.0,
TreeBranch,10,-74605.59375,7263.063477,8000.0,
TreeBranch,10,-53388.589844,60940.828125,8000.0,
TreeBranch,10,-79207.6875,85670.921875,8000.0,
TreeBranch,10,-45910.1875,17002.519531,8000.0,
TreeBranch,10,-87449.007813,35383.207031,8000.0,
TreeBranch,10,-99830.976563,66419.648438,8000.0,
TreeBranch,10,-37059.773438,5940.269043,8000.0,
TreeBranch,10,-9474.898438,98975.773438,8000.0,
TreeBranch,10,-59433.457031,13547.874023,8000.0,
TreeBranch,10,-50426.148438,59851.828125,8000.0,
TreeBranch,10,-16639.523438,76805.125,8000.0,
TreeBranch,10,-13237.171875,87396.710938,8000.0,
TreeBranch,10,-53357.828125,70677.203125,8000.0,
TreeBranch,10,-12781.882813,30541.166016,8000.0,
