0,0.0,11662.124023,-83320.65625,4128.919434,19,
0,0.0,76986.625,-37179.75,567.285156,308,
0,0.0,13390.984375,-66493.484375,3206.504395,159,
0,0.0,81653.320313,-48518.859375,1474.231934,261,
0,0.0,14855.288086,-80419.742188,3605.121582,294,
0,0.0,32851.441406,-17107.117188,552.902344,281,
0,0.0,78518.609375,-37918.054688,529.482422,202,
0,0.0,54935.953125,-20349.492188,4472.896973,8,
0,0.0,22890.494141,-51752.019531,2279.728027,61,
0,0.0,59344.238281,-1332.023438,2862.501953,220,
0,0.0,36241.488281,-60716.257813,2131.73584,161,
0,0.0,15713.56543,-55655.800781,3697.749023,109,
0,0.0,4285.238281,-76337.53125,1224.539551,344,
0,0.0,74347.195313,-16175.007813,4869.557617,184,
0,0.0,55422.007813,-13840.117188,2598.132324,147,
0,0.0,30344.285156,-55175.902344,2217.906738,302,
0,0.0,43436.871094,-62937.320313,2306.956543,336,
0,0.0,2328.733154,-99246.484375,6688.64209,248,
0,0.0,45033.453125,-9487.203125,624.844727,201,
0,0.0,26831.191406,-63854.050781,3157.39209,158,
1,0.0,100387.78125,-69505.148438,6343.720703,342,
1,0.0,41409.613281,-16774.875,1057.47168,22,
1,0.0,33921.984375,-45291.859375,733.67627,162,
1,0.0,87842.765625,-50601.496094,1555.898926,117,
1,0.0,6780.090332,-53219.398438,2631.650391,119,
1,0.0,30338.132813,-77887.96875,7996.598633,77,
1,0.0,100760.007813,-65909.0,5819.541016,260,
1,0.0,66527.320313,-12920.320313,2655.82666,33,
1,0.0,4097.585938,-71132.492188,715.538086,195,
1,0.0,84440.421875,-686.007813,1792.235352,41,
1,0.0,53333.21875,-11723.648438,1836.539551,79,
1,0.0,46528.519531,-37718.097656,2735.45166,51,
1,0.0,16236.53125,-66391.96875,6332.853516,262,
1,0.0,6813.928711,-38908.613281,909.630859,130,
1,0.0,72258.40625,-10062.460938,2720.607422,64,
1,0.0,29424.482422,-52533.390625,2090.301758,68,
1,0.0,65810.554688,-4048.367188,2430.120605,59,
1,0.0,55.372784,-43243.070313,1690.622559,139,
1,0.0,66308.90625,-63924.800781,5976.194336,69,
1,0.0,55981.882813,-26382.054688,6031.911133,190,
1,0.0,96416.320313,-60790.089844,4129.899414,117,
1,0.0,86833.75,-52210.382813,1951.728516,338,
2,0.0,30611.919922,-54065.371094,2166.65625,185,
2,0.0,84338.898438,-76765.140625,7230.564941,324,
2,0.0,54173.039063,-39899.167969,796.82666,108,
2,0.0,81588.71875,-30642.6875,1733.615234,105,
2,0.0,97843.710938,-32648.40625,642.050781,339,
2,0.0,76365.21875,-13320.234375,4091.763672,106,
2,0.0,57501.558594,-30916.46875,4862.763184,233,
2,0.0,56704.804688,-63703.3125,1794.651367,157,
