0,    0,    0, 5000
1,    0,  100, 5000
2,    0,  200, 5000
3,    0,  300, 5000
4,    0,  400, 5000
5,    0,  500, 5000
6,    0,  600, 5000
7,    0,  700, 5000
8,    0,  800, 5000
9,    0,  900, 5000
10,   0, 1000, 5000
11,   0, 1100, 5000
12,   0, 1200, 5000
13,   0, 1300, 5000
14,   0, 1400, 5000
15,   0, 1500, 5000
16,   0, 1600, 5000
17,   0, 1700, 5000
18,   0, 1800, 5000
19, 100,    0, 5000
20, 100,  100, 5000
21, 100,  200, 5000
22, 100,  300, 5000
23, 100,  400, 5000
24, 100,  500, 5000
25, 100,  600, 5000
26, 100,  700, 5000
27, 100,  800, 5000
28, 100,  900, 5000
29, 100, 1000, 5000
30, 100, 1100, 5000
31, 100, 1200, 5000
32, 100, 1300, 5000
33, 100, 1400, 5000
34, 100, 1500, 5000
35, 100, 1600, 5000
36, 100, 1700, 5000
37, 100, 1800, 5000
38, 100, 1900, 5000
39, 200,    0, 5000
40, 200,  100, 5000
41, 200,  200, 5000
42, 200,  300, 5000
43, 200,  400, 5000
44, 200,  500, 5000
45, 200,  600, 5000
46, 200,  700, 5000
47, 200,  800, 5000
48, 200,  900, 5000
49, 200, 1000, 5000
50, 200, 1100, 5000
51, 200, 1200, 5000
52, 200, 1300, 5000
53, 200, 1400, 5000
54, 200, 1500, 5000
55, 200, 1600, 5000
56, 200, 1700, 5000
57, 200, 1800, 5000
