PlasticContainer,8,31048.748047,92780.171875,8000.0,
PlasticContainer,8,45331.851563,58882.800781,8000.0,
PlasticContainer,8,4885.109863,45233.414063,8000.0,
Log,9,75913.015625,54523.734375,8000.0,
Log,9,73934.976563,76675.921875,8000.0,
Log,9,54997.476563,4798.974609,8000.0,
Log,9,10228.583984,37207.433594,8000.0,
Log,9,45556.421875,53040.972656,8000.0,
Log,9,90260.710938,83831.320313,8000.0,
Log,9,93912.242188,28612.349609,8000.0,
Log,9,64044.773438,76854.34375,8000.0,
Log,9,12037.427734,48949.539063,8000.0,
Log,9,62491.261719,38804.015625,8000.0,
Log,9,48955.691406,80302.84375,8000.0,
Log,9,12443.495117,57104.722656,8000.0,
Log,9,86569.195313,94884.34375,8000.0,
Log,9,85126.421875,9730.228516,8000.0,
Log,9,72052.296875,46263.960938,8000.0,
Log,9,76922.023438,74636.359375,8000.0,
Log,9,14184.661133,44202.863281,8000.0,
Log,9,6275.582031,10087.075195,8000.0,
Log,9,38130.3125,51678.183594,8000.0,
Log,9,27231.105469,81865.585938,8000.0,
Log,9,35666.222656,90039.21875,8000.0,
Log,9,28150.908203,11665.200195,8000.0,
Log,9,10151.676758,73439.695313,8000.0,
Log,9,40197.5625,32260.798828,8000.0,
Log,9,48454.261719,56929.375,8000.0,
Log,9,9717.923828,20580.216797,8000.0,
Log,9,11120.701172,19297.414063,8000.0,
Log,9,59058.148438,88633.367188,8000.0,
Log,9,90577.570313,65875.15625,8000.0,
Log,9,92380.257813,14652.253906,8000.0,
Log,9,10305.490234,71609.3125,8000.0,
Log,9,72636.789063,88015.039063,8000.0,
Log,9,30750.351563,52773.339844,8000.0,
Log,9,27824.824219,44618.15625,8000.0,
Log,9,22865.884766,86076.992188,8000.0,
Log,9,3913.01001,77577.273438,8000.0,
Log,9,77521.898438,55471.226563,8000.0,
Log,9,30525.785156,95899.507813,8000.0,
Log,9,20457.167969,61494.550781,8000.0,
Log,9,14406.15332,6309.420898,8000.0,
Log,9,91371.242188,59796.457031,8000.0,
Log,9,29975.132813,13415.595703,8000.0,
Log,9,56061.867188,67693.226563,8000.0,
Log,9,14716.855469,84514.25,8000.0,
Log,9,18223.798828,9413.373047,8000.0,
Log,9,44378.210938,94186.023438,8000.0,
Log,9,98997.3125,34875.625,8000.0,
Log,9,94915.101563,97502.242188,8000.0,
Log,9,33202.136719,80262.851563,8000.0,
Log,9,62912.714844,29286.050781,8000.0,
Log,9,84138.945313,9182.65332,8000.0,
Log,9,60297.882813,92684.8125,8000.0,
Log,9,92106.476563,9997.863281,8000.0,
Log,9,41397.308594,25686.818359,8000.0,
TreeBranch,10,68003.929688,88578.0,8000.0,
TreeBranch,10,20872.462891,100344.710938,8000.0,
TreeBranch,10,2445.631348,11360.649414,8000.0,
TreeBranch,10,75814.570313,33485.152344,8000.0,
TreeBranch,10,96748.554688,89217.859375,8000.0,
TreeBranch,10,45365.691406,94472.125,8000.0,
TreeBranch,10,82234.734375,110.745567,8000.0,
TreeBranch,10,96560.90625,12209.698242,8000.0,
TreeBranch,10,31774.75,83437.554688,8000.0,
TreeBranch,10,6844.691406,33082.160156,8000.0,
TreeBranch,10,16439.564453,64210.894531,8000.0,
TreeBranch,10,30470.414063,48032.8125,8000.0,
TreeBranch,10,65545.992188,92755.5625,8000.0,
TreeBranch,10,60076.394531,3537.705811,8000.0,
TreeBranch,10,4835.889648,33128.308594,8000.0,
TreeBranch,10,9942.491211,74907.070313,8000.0,
TreeBranch,10,7552.232422,40160.648438,8000.0,
TreeBranch,10,63180.347656,38099.550781,8000.0,
TreeBranch,10,21933.775391,71929.242188,8000.0,
TreeBranch,10,80416.664063,48257.378906,8000.0,
TreeBranch,10,18688.314453,67105.664063,8000.0,
TreeBranch,10,37954.96875,43418.414063,8000.0,
TreeBranch,10,28427.773438,46922.28125,8000.0,
TreeBranch,10,87362.875,82410.085938,8000.0,
TreeBranch,10,98160.570313,56640.207031,8000.0,
TreeBranch,10,88359.585938,45079.597656,8000.0,
TreeBranch,10,44033.667969,12744.96875,8000.0,
TreeBranch,10,29486.007813,96588.59375,8000.0,
TreeBranch,10,36653.707031,76399.0625,8000.0,
TreeBranch,10,79592.21875,41511.132813,8000.0,
TreeBranch,10,81742.53125,6435.54834,8000.0,
TreeBranch,10,71723.132813,78346.335938,8000.0,
TreeBranch,10,37272.035156,27772.527344,8000.0,
TreeBranch,10,85809.359375,72101.515625,8000.0,
TreeBranch,10,44255.160156,55677.335938,8000.0,
TreeBranch,10,16414.955078,57187.777344,8000.0,
TreeBranch,10,89079.421875,13274.086914,8000.0,
TreeBranch,10,94398.289063,96320.953125,8000.0,
TreeBranch,10,86627.640625,98892.710938,8000.0,
TreeBranch,10,47122.238281,90783.679688,8000.0,
TreeBranch,10,8435.121094,10899.209961,8000.0,
TreeBranch,10,75685.367188,87036.789063,8000.0,
TreeBranch,10,33915.832031,18694.466797,8000.0,
TreeBranch,10,23407.306641,62180.5625,8000.0,
TreeBranch,10,47356.035156,65103.015625,8000.0,
TreeBranch,10,14821.448242,35641.613281,8000.0,
TreeBranch,10,71430.890625,91180.515625,8000.0,
TreeBranch,10,48238.921875,94441.359375,8000.0,
TreeBranch,10,52844.089844,87169.070313,8000.0,
TreeBranch,10,6681.649414,70563.382813,8000.0,
TreeBranch,10,86759.921875,36558.339844,8000.0,
TreeBranch,10,90365.304688,70634.140625,8000.0,
TreeBranch,10,100440.078125,71372.445313,8000.0,
TreeBranch,10,10554.667969,84378.898438,8000.0,
TreeBranch,10,82822.304688,98462.039063,8000.0,
TreeBranch,10,72932.109375,73682.71875,8000.0,
TreeBranch,10,81957.867188,21352.361328,8000.0,
TreeBranch,10,71030.976563,79149.242188,8000.0,
TreeBranch,10,49115.660156,18986.712891,8000.0,
TreeBranch,10,25056.183594,32356.164063,8000.0,
TreeBranch,10,61842.167969,90691.390625,8000.0,
TreeBranch,10,97911.382813,20318.736328,8000.0,
TreeBranch,10,97566.84375,42372.484375,8000.0,
TreeBranch,10,94847.429688,85517.109375,8000.0,
